id	de	level	ko	note	model
personal	das Personal	b1	직원, 인력		claude-sonnet-5
pfanne	die Pfanne	b1	프라이팬		claude-sonnet-5
plastik	das Plastik	b1	플라스틱		claude-sonnet-5
politik	die Politik	b1	정치		claude-sonnet-5
politiker	der Politiker	b1	정치인		claude-sonnet-5
politikerin	die Politikerin	b1	여성 정치인		claude-sonnet-5
politisch	politisch	b1	정치적인		claude-sonnet-5
praesentation	die Präsentation	b1	발표, 프레젠테이션		claude-sonnet-5
polizist	der Polizist	b1	경찰관		claude-sonnet-5
polizistin	die Polizistin	b1	여성 경찰관		claude-sonnet-5
populaer	populär	b1	인기 있는		claude-sonnet-5
portemonnaie	das Portemonnaie/Portmonee	b1	지갑		claude-sonnet-5
positiv	positiv	b1	긍정적인		claude-sonnet-5
poestler	der Pöstler	b1	우편배달부	스위스어	claude-sonnet-5
poestlerin	die Pöstlerin	b1	여성 우편배달부	스위스어	claude-sonnet-5
presse	die Presse	b1	언론, 신문		claude-sonnet-5
prima	prima	b1	훌륭한, 멋진	무변화	claude-sonnet-5
poulet	das Poulet	b1	닭고기	스위스어	claude-sonnet-5
praktikant	der Praktikant	b1	인턴, 실습생		claude-sonnet-5
praktikantin	die Praktikantin	b1	여성 인턴, 실습생		claude-sonnet-5
nachdenken	nachdenken	b1	생각하다, 숙고하다	분리동사, über+4격	claude-sonnet-5
nachfrage	die Nachfrage	b1	수요, 문의		claude-sonnet-5
nachher	nachher	b1	나중에, 그 후에		claude-sonnet-5
nachhilfe	die Nachhilfe	b1	과외, 보충 수업		claude-sonnet-5
nachschlagen	nachschlagen	b1	찾아보다, 참조하다	분리동사	claude-sonnet-5
nachspeise	die Nachspeise	b1	디저트, 후식		claude-sonnet-5
nachteil	der Nachteil	b1	단점, 불리한 점		claude-sonnet-5
nachwuchs	der Nachwuchs	b1	후속 세대, 새끼, 자손	두 가지 뜻 다 쓰임	claude-sonnet-5
nadel	die Nadel	b1	바늘		claude-sonnet-5
nagel	der Nagel	b1	못, 손톱	복수형 Nägel	claude-sonnet-5
nahe	nah(e)	b1	가까운	비교급 näher	claude-sonnet-5
naehen	nähen	b1	꿰매다, 바느질하다		claude-sonnet-5
sich-naehern	sich nähern	b1	다가가다, 접근하다	재귀동사, 3격 목적어	claude-sonnet-5
nahrungsmittel	das Nahrungsmittel	b1	식품, 식량	주로 복수형	claude-sonnet-5
naemlich	nämlich	b1	왜냐하면, 즉	이유를 뒤에서 부연	claude-sonnet-5
nase	die Nase	b1	코		claude-sonnet-5
national	national/national-	b1	국가의, 전국적인, 국민의		claude-sonnet-5
nebel	der Nebel	b1	안개		claude-sonnet-5
nebenbei	nebenbei	b1	부업으로, 동시에, 겸사겸사		claude-sonnet-5
neffe	der Neffe	b1	조카(남자)	약변화 명사	claude-sonnet-5
negativ	negativ	b1	부정적인		claude-sonnet-5
nerv	der Nerv	b1	신경	관용구: auf die Nerven gehen	claude-sonnet-5
netz	das Netz	b1	그물, 네트워크, 망	다의어	claude-sonnet-5
netzwerk	das Netzwerk	b1	네트워크, 인맥		claude-sonnet-5
neuigkeit	die Neuigkeit	b1	소식, 새 소식	주로 복수형	claude-sonnet-5
neugierig	neugierig	b1	호기심 많은		claude-sonnet-5
neulich	neulich	b1	최근에, 얼마 전에		claude-sonnet-5
nichte	die Nichte	b1	조카(여자)		claude-sonnet-5
nichtraucher	der Nichtraucher	b1	비흡연자		claude-sonnet-5
niedrig	niedrig	b1	낮은		claude-sonnet-5
nirgendwo	nirgendwo	b1	아무 데도 (없다)		claude-sonnet-5
noch-mal	noch mal	b1	다시 한번, 또	구어체	claude-sonnet-5
nochmals	nochmals	b1	다시, 재차		claude-sonnet-5
normalerweise	normalerweise	b1	보통, 일반적으로		claude-sonnet-5
not	Not-	b1	비상, 응급	복합어 접두사	claude-sonnet-5
notruf	der Notruf	b1	비상 전화, 응급 신고		claude-sonnet-5
noetig	nötig	b1	필요한		claude-sonnet-5
nun	nun	b1	이제, 지금, 자	nun mal: 관용구	claude-sonnet-5
nutzen	nutzen	b1	이용하다, 활용하다		claude-sonnet-5
nuetzen	nützen	b1	도움이 되다, 쓸모 있다	nutzen과 유사	claude-sonnet-5
ob	ob	b1	~인지	종속접속사, 정동사 후치	claude-sonnet-5
ober	ober-	b1	급사장, 수석 웨이터	실제로는 명사 der Ober	claude-sonnet-5
das	das/der (Schlag-)Obers	b1	휘핑크림	오스트리아어 표현	claude-sonnet-5
obwohl	obwohl	b1	비록 ~이지만	종속접속사, 정동사 후치	claude-sonnet-5
backofen	der (Back-)Ofen	b1	오븐		claude-sonnet-5
oeffentlich	öffentlich	b1	공공의, 공개적인		claude-sonnet-5
oeffentlichkeit	die Öffentlichkeit	b1	대중, 공중		claude-sonnet-5
veroeffentlichen	veröffentlichen	b1	출판하다, 공개하다, 발표하다		claude-sonnet-5
operation	die Operation	b1	수술		claude-sonnet-5
opfer	das Opfer	b1	희생자, 피해자		claude-sonnet-5
optimistisch	optimistisch	b1	낙관적인		claude-sonnet-5
offenbar	offenbar	b1	분명히, 명백히		claude-sonnet-5
offiziell	offiziell	b1	공식적인		claude-sonnet-5
oeko-oekologisch	Öko- (ökologisch)	b1	친환경의, 생태의	복합어 접두사	claude-sonnet-5
onkel	der Onkel	b1	삼촌, 아저씨		claude-sonnet-5
oper	die Oper	b1	오페라		claude-sonnet-5
operieren	operieren	b1	수술하다		claude-sonnet-5
orchester	das Orchester	b1	오케스트라		claude-sonnet-5
ordentlich	ordentlich	b1	단정한, 깔끔한, 성실한		claude-sonnet-5
ordination	die Ordination	b1	진료실, 진료 시간	오스트리아어	claude-sonnet-5
rekord	der Rekord	b1	기록, 신기록		claude-sonnet-5
relativ	relativ	b1	상대적인, 비교적		claude-sonnet-5
religion	die Religion	b1	종교		claude-sonnet-5
rennen	rennen	b1	달리다, 뛰다	이동동사(sein)	claude-sonnet-5
rente	die Rente	b1	연금		claude-sonnet-5
retten	retten	b1	구하다, 구조하다		claude-sonnet-5
richter	der Richter	b1	판사		claude-sonnet-5
richtung	die Richtung	b1	방향		claude-sonnet-5
in-rente-gehen	in Rente gehen/sein	b1	은퇴하다, 퇴직하다	gehen/sein 둘 다 씀	claude-sonnet-5
riesig	riesig	b1	거대한, 엄청난, 매우		claude-sonnet-5
risiko	das Risiko	b1	위험, 리스크		claude-sonnet-5
roh	roh	b1	날것의, 익히지 않은		claude-sonnet-5
backrohr	das (Back-)Rohr	b1	오븐	오스트리아어	claude-sonnet-5
rolle	die Rolle	b1	역할, 배역	keine Rolle spielen 관용구	claude-sonnet-5
roman	der Roman	b1	소설		claude-sonnet-5
rueckfahrt	die Rückfahrt	b1	귀로, 돌아오는 길		claude-sonnet-5
rueckkehr	die Rückkehr	b1	귀환, 돌아옴		claude-sonnet-5
rueckwaerts	rückwärts	b1	뒤로, 뒤쪽으로		claude-sonnet-5
ruecksicht	die Rücksicht	b1	배려, 고려	Rücksicht nehmen auf ~	claude-sonnet-5
rueebli	das Rüebli	b1	당근	스위스 독일어	claude-sonnet-5
rufnummer	die Rufnummer	b1	전화번호		claude-sonnet-5
runde	die Runde	b1	바퀴, 라운드, 모임		claude-sonnet-5
rundfahrt	die Rundfahrt	b1	일주 여행, 관광 투어		claude-sonnet-5
saal	der Saal	b1	홀, 강당		claude-sonnet-5
sack	der Sack	b1	자루, 포대		claude-sonnet-5
schlagsahne	die (Schlag-)Sahne	b1	생크림, 휘핑크림		claude-sonnet-5
saison	die Saison	b1	시즌, 성수기		claude-sonnet-5
salbe	die Salbe	b1	연고		claude-sonnet-5
salon	der Salon	b1	미용실, 살롱		claude-sonnet-5
salzig	salzig	b1	짠, 짭짤한		claude-sonnet-5
saemtliche	sämtliche	b1	모든, 온갖	sämtlich의 변화형	claude-sonnet-5
sand	der Sand	b1	모래		claude-sonnet-5
saenger	der Sänger	b1	가수		claude-sonnet-5
saengerin	die Sängerin	b1	여가수		claude-sonnet-5
satt	satt	b1	배부른		claude-sonnet-5
schachtel	die Schachtel	b1	상자, 갑		claude-sonnet-5
schaden	schaden	b1	해가 되다, 손해를 끼치다	+3격	claude-sonnet-5
schaden-2	der Schaden	b1	손해, 피해		claude-sonnet-5
schalten	schalten	b1	전환하다, 켜다/끄다, 변속하다	ein-/ausschalten은 분리동사	claude-sonnet-5
schatten	der Schatten	b1	그림자, 그늘		claude-sonnet-5
schaetzen	schätzen	b1	추측하다, 평가하다, 소중히 여기다		claude-sonnet-5
schauen	schauen	b1	보다, 바라보다	zuschauen: 구경하다	claude-sonnet-5
schaufenster	das Schaufenster	b1	쇼윈도, 진열장		claude-sonnet-5
schauspieler	der Schauspieler	b1	배우		claude-sonnet-5
schauspielerin	die Schauspielerin	b1	여배우		claude-sonnet-5
scheibe	die Scheibe	b1	조각, 유리창		claude-sonnet-5
sich-scheiden-lassen	sich scheiden lassen	b1	이혼하다	재귀동사	claude-sonnet-5
scheidung	die Scheidung	b1	이혼		claude-sonnet-5
schein	der Schein	b1	지폐		claude-sonnet-5
schieben	schieben	b1	밀다		claude-sonnet-5
schief	schief	b1	비스듬한, 기울어진		claude-sonnet-5
schiessen	schießen	b1	쏘다, (골을) 넣다		claude-sonnet-5
schlaf	der Schlaf	b1	잠, 수면		claude-sonnet-5
schlagen	schlagen	b1	때리다, 이기다, 박동하다		claude-sonnet-5
schnitzel	das Schnitzel	b1	슈니첼, 커틀릿		claude-sonnet-5
schnupfen	der Schnupfen	b1	코감기, 비염		claude-sonnet-5
schreck	der Schreck	b1	놀람, 충격		claude-sonnet-5
aufschreiben	aufschreiben	b1	적다, 기록하다	분리동사	claude-sonnet-5
schreiben-2	das Schreiben	b1	편지, 서류		claude-sonnet-5
schreien	schreien	b1	소리치다, 울다		claude-sonnet-5
produzieren	produzieren	b1	생산하다, 제작하다		claude-sonnet-5
produktion	die Produktion	b1	생산, 제작		claude-sonnet-5
professor	der Professor	b1	교수	여성형 Professorin	claude-sonnet-5
profi	der Profi	b1	전문가, 프로	구어	claude-sonnet-5
praesentieren	präsentieren	b1	발표하다, 제시하다		claude-sonnet-5
profisportler	der Profisportler	b1	프로 운동선수		claude-sonnet-5
quartier	das Quartier	b1	구역, 동네		claude-sonnet-5
quittung	die Quittung	b1	영수증		claude-sonnet-5
prost	Prost	b1	건배	감탄사로 사용	claude-sonnet-5
protestieren	protestieren	b1	항의하다, 시위하다	gegen+4격	claude-sonnet-5
protest	der Protest	b1	항의, 시위		claude-sonnet-5
prozess	der Prozess	b1	재판, 소송, 과정		claude-sonnet-5
publikum	das Publikum	b1	관객, 청중		claude-sonnet-5
punkt	der Punkt	b1	정각, 마침표, 점, 사항	시각 앞: 정각	claude-sonnet-5
puppe	die Puppe	b1	인형		claude-sonnet-5
qualifikation	die Qualifikation	b1	자격, 능력		claude-sonnet-5
rabatt	der Rabatt	b1	할인		claude-sonnet-5
rad	das Rad	b1	바퀴, 자전거		claude-sonnet-5
radfahrer	der Radfahrer	b1	자전거 타는 사람		claude-sonnet-5
schlagrahm	der (Schlag-)Rahm	b1	휘핑크림, 생크림	스위스식 표현	claude-sonnet-5
rand	der Rand	b1	가장자리, 변두리		claude-sonnet-5
rasen	der Rasen	b1	잔디		claude-sonnet-5
rasieren	(sich) rasieren	b1	면도하다	재귀동사	claude-sonnet-5
x		b1	추측하다, 조언하다	예문에 다른 단어 섞여 있음	claude-sonnet-5
rat	der Rat	b1	조언, 충고		claude-sonnet-5
ratschlag	Ratschlag	b1	조언, 충고	복수형 Ratschläge	claude-sonnet-5
raucher	der Raucher	b1	흡연자		claude-sonnet-5
rauf	rauf/rauf-	b1	위로, 올라와	구어, 분리동사 접두사	claude-sonnet-5
raus	raus/raus-	b1	밖으로, 나가	구어, 분리동사 접두사	claude-sonnet-5
reagieren	reagieren	b1	반응하다	auf+4격	claude-sonnet-5
reaktion	die Reaktion	b1	반응		claude-sonnet-5
realisieren	realisieren	b1	실현하다, 실행하다		claude-sonnet-5
realitaet	die Realität	b1	현실		claude-sonnet-5
realistisch	realistisch	b1	현실적인		claude-sonnet-5
recherche	die Recherche	b1	조사, 취재		claude-sonnet-5
rechner	der Rechner	b1	컴퓨터, 계산기		claude-sonnet-5
recht	das Recht	b1	법, 권리		claude-sonnet-5
rechtlich	rechtlich	b1	법적인		claude-sonnet-5
recht-2	recht	b1	괜찮은, 오른쪽의		claude-sonnet-5
rechtzeitig	rechtzeitig	b1	제때의, 시간에 맞는		claude-sonnet-5
rede	die Rede	b1	연설		claude-sonnet-5
reduzieren	reduzieren	b1	줄이다, 감소시키다		claude-sonnet-5
referat	das Referat	b1	발표, 리포트		claude-sonnet-5
reform	die Reform	b1	개혁		claude-sonnet-5
regal	das Regal	b1	선반, 책장		claude-sonnet-5
regel	die Regel	b1	규칙		claude-sonnet-5
regelmaessig	regelmäßig	b1	규칙적인, 정기적인		claude-sonnet-5
regeln	regeln	b1	규제하다, 조정하다		claude-sonnet-5
region	die Region	b1	지역		claude-sonnet-5
regional	regional	b1	지역의, 지방의		claude-sonnet-5
reichen	reichen	b1	충분하다, 지속되다		claude-sonnet-5
reif	reif	b1	익은, 성숙한		claude-sonnet-5
reihenfolge	die Reihenfolge	b1	순서		claude-sonnet-5
rein	rein	b1	순수한, 깨끗한		claude-sonnet-5
reinigen	reinigen	b1	청소하다, 세탁하다		claude-sonnet-5
reportage	die Reportage	b1	르포, 보도		claude-sonnet-5
reporter	der Reporter	b1	기자, 리포터		claude-sonnet-5
reservierung	die Reservierung	b1	예약		claude-sonnet-5
respekt	der Respekt	b1	존경, 존중	감탄사로도 씀	claude-sonnet-5
reklame	die Reklame	b1	광고		claude-sonnet-5
stilistisch	stilistisch	b1	문체상의, 문체적인		claude-sonnet-5
still	still	b1	조용한, 고요한, 가만히 있는		claude-sonnet-5
stehen-bleiben	stehen bleiben	b1	멈춰 서다, (시계가) 멈추다	분리동사	claude-sonnet-5
stehlen	stehlen	b1	훔치다	3격(피해자)+4격(물건)	claude-sonnet-5
steigen	steigen	b1	오르다, 올라가다, 증가하다	sein 지배	claude-sonnet-5
stiege	die Stiege	b1	계단	오스트리아식(=Treppe)	claude-sonnet-5
stiegenhaus	das Stiegenhaus	b1	계단실, 계단통	오스트리아식	claude-sonnet-5
stimme	die Stimme	b1	목소리, 음성, (투표)표		claude-sonnet-5
stimmen	stimmen	b1	맞다, 옳다, 투표하다		claude-sonnet-5
stimmung	die Stimmung	b1	분위기, 기분		claude-sonnet-5
stinken	stinken	b1	냄새나다, 악취가 나다		claude-sonnet-5
stoff	der Stoff	b1	천, 소재, 물질		claude-sonnet-5
stolz	stolz	b1	자랑스러운, 자부심 있는	auf+4격	claude-sonnet-5
stoppen	stoppen	b1	멈추다, 세우다, 정지시키다		claude-sonnet-5
stoerung	die Störung	b1	방해, 고장, 장애		claude-sonnet-5
stossen	(sich) stoßen	b1	부딪히다, 찧다, 밀다	재귀동사, an+3격	claude-sonnet-5
strafe	die Strafe	b1	벌, 형벌, 벌금		claude-sonnet-5
strafbar	strafbar	b1	처벌 대상인, 형사처벌되는		claude-sonnet-5
strafzettel	der Strafzettel	b1	(주차·교통) 딱지, 범칙금 고지서		claude-sonnet-5
strecke	die Strecke	b1	거리, 구간, 노선		claude-sonnet-5
streichholz	das Streichholz	b1	성냥		claude-sonnet-5
streiken	streiken	b1	파업하다		claude-sonnet-5
streik	der Streik	b1	파업		claude-sonnet-5
streit	der Streit	b1	다툼, 싸움, 갈등		claude-sonnet-5
strom	der Strom	b1	전기, 전류		claude-sonnet-5
strumpf	der Strumpf	b1	양말, 스타킹		claude-sonnet-5
studie	die Studie	b1	연구, 조사		claude-sonnet-5
studierende	der Studierende	b1	대학생, 학생(남/중성)	형용사식 변화 명사	claude-sonnet-5
studierende-2	die Studierende	b1	대학생, 학생(여성)	형용사식 변화 명사	claude-sonnet-5
studio	das Studio	b1	스튜디오		claude-sonnet-5
stufe	die Stufe	b1	계단, 단, 단계		claude-sonnet-5
stumm	stumm	b1	말 못하는, 무언의, 무음의	auf stumm=음소거	claude-sonnet-5
sturm	der Sturm	b1	폭풍, 폭풍우		claude-sonnet-5
stuerzen	stürzen	b1	넘어지다, 떨어지다, 추락하다	sein 지배	claude-sonnet-5
sucht	die Sucht	b1	중독		claude-sonnet-5
suechtig	süchtig	b1	중독된	nach+3격	claude-sonnet-5
suchtmittel	das Suchtmittel	b1	중독성 물질, 마약		claude-sonnet-5
summe	die Summe	b1	합계, 총액, 금액		claude-sonnet-5
symbol	das Symbol	b1	상징, 기호		claude-sonnet-5
system	das System	b1	체계, 시스템		claude-sonnet-5
szene	die Szene	b1	장면		claude-sonnet-5
tabelle	die Tabelle	b1	표		claude-sonnet-5
tagesablauf	der Tagesablauf	b1	일과, 하루 일정		claude-sonnet-5
tal	das Tal	b1	계곡, 골짜기		claude-sonnet-5
talent	das Talent	b1	재능		claude-sonnet-5
tanken	tanken	b1	주유하다, 기름을 넣다		claude-sonnet-5
tankstelle	die Tankstelle	b1	주유소		claude-sonnet-5
tante	die Tante	b1	이모, 고모, 숙모		claude-sonnet-5
tanz	der Tanz	b1	춤		claude-sonnet-5
taschentuch	das Taschentuch	b1	손수건, 휴지		claude-sonnet-5
tastatur	die Tastatur	b1	키보드, 자판		claude-sonnet-5
taste	die Taste	b1	버튼, 키		claude-sonnet-5
tat	die Tat	b1	행위, 행동		claude-sonnet-5
taeter	der Täter	b1	범인, 가해자		claude-sonnet-5
taeterin	die Täterin	b1	범인, 가해자	여성형	claude-sonnet-5
taetigkeit	die Tätigkeit	b1	활동, 업무, 일		claude-sonnet-5
tatsache	die Tatsache	b1	사실		claude-sonnet-5
tatsaechlich	tatsächlich	b1	실제의, 사실인	부사로도 씀	claude-sonnet-5
taub	taub	b1	귀먹은, 청각장애가 있는		claude-sonnet-5
tauchen	tauchen	b1	잠수하다, 다이빙하다	완료형 sein/haben 혼용	claude-sonnet-5
tauschen	tauschen	b1	바꾸다, 교환하다		claude-sonnet-5
technik	die Technik	b1	기술		claude-sonnet-5
technisch	technisch	b1	기술적인, 기술의		claude-sonnet-5
technologie	die Technologie	b1	기술, 테크놀로지		claude-sonnet-5
tee-ziehen-lassen	Tee ziehen lassen	b1	차를 우려내다	관용구	claude-sonnet-5
teil-2	das Teil	b1	부품, 부분		claude-sonnet-5
teilzeit	die Teilzeit	b1	시간제 근무		claude-sonnet-5
teilnahme	die Teilnahme	b1	참가, 참여		claude-sonnet-5
teilnehmer	der Teilnehmer	b1	참가자		claude-sonnet-5
teilnehmerin	die Teilnehmerin	b1	참가자	여성형	claude-sonnet-5
temperatur	die Temperatur	b1	온도, 기온		claude-sonnet-5
tempo	das Tempo	b1	속도		claude-sonnet-5
teppich	der Teppich	b1	카펫, 양탄자		claude-sonnet-5
terminkalender	der Terminkalender	b1	일정표, 수첩		claude-sonnet-5
terrasse	die Terrasse	b1	테라스		claude-sonnet-5
testen	testen	b1	시험하다, 테스트하다		claude-sonnet-5
theoretisch	theoretisch	b1	이론적인		claude-sonnet-5
theorie	die Theorie	b1	이론		claude-sonnet-5
therapie	die Therapie	b1	치료, 요법		claude-sonnet-5
haustier	das Haustier	b1	애완동물, 반려동물		claude-sonnet-5
tierpark	der Tierpark	b1	동물원		claude-sonnet-5
tippen	tippen	b1	타이핑하다, 입력하다		claude-sonnet-5
tradition	die Tradition	b1	전통		claude-sonnet-5
traditionell	traditionell	b1	전통적인		claude-sonnet-5
trainer	der Trainer	b1	트레이너, 코치		claude-sonnet-5
trainerin	die Trainerin	b1	트레이너, 코치	여성형	claude-sonnet-5
tod	der Tod	b1	죽음, 사망		claude-sonnet-5
toedlich	tödlich	b1	치명적인		claude-sonnet-5
tolerant	tolerant	b1	관대한, 너그러운		claude-sonnet-5
tram	das Tram	b1	트램, 전차	스위스·오스트리아식	claude-sonnet-5
traene	die Träne	b1	눈물		claude-sonnet-5
transportieren	transportieren	b1	운송하다, 수송하다		claude-sonnet-5
transport	der Transport	b1	운송, 수송		claude-sonnet-5
tor	das Tor	b1	문, 대문, 골		claude-sonnet-5
tote	der Tote	b1	사망자, 죽은 사람	형용사 명사화, 남성	claude-sonnet-5
tote-2	die Tote	b1	사망자, 죽은 사람	형용사 명사화, 여성	claude-sonnet-5
tourismus	der Tourismus	b1	관광, 관광업		claude-sonnet-5
treffpunkt	der Treffpunkt	b1	만남의 장소, 집합 장소		claude-sonnet-5
treiben	treiben	b1	하다, 몰다	Sport treiben=운동하다	claude-sonnet-5
trennen	(sich) trennen	b1	헤어지다, 분리하다, 나누다	재귀동사	claude-sonnet-5
trennung	die Trennung	b1	이별, 분리		claude-sonnet-5
treppenhaus	das Treppenhaus	b1	계단실, 계단통		claude-sonnet-5
treten	treten	b1	밟다, 차다	이동은 sein	claude-sonnet-5
treu	treu	b1	충실한, 성실한		claude-sonnet-5
trinkgeld	das Trinkgeld	b1	팁		claude-sonnet-5
trocknen	trocknen	b1	말리다, 마르다	타동사 haben, 자동사 sein	claude-sonnet-5
tropfen	die Tropfen	b1	물방울, (약)방울	주로 복수형	claude-sonnet-5
trottoir	das Trottoir	b1	인도, 보도	스위스식 표현	claude-sonnet-5
trotz	trotz	b1	~에도 불구하고		claude-sonnet-5
trotzdem	trotzdem	b1	그럼에도 불구하고		claude-sonnet-5
tuch	das Tuch	b1	천, 수건, 손수건		claude-sonnet-5
turm	der Turm	b1	탑		claude-sonnet-5
tuete	die Tüte	b1	봉지, 봉투		claude-sonnet-5
typ	der Typ	b1	녀석, 사람, 유형		claude-sonnet-5
uebung	die Übung	b1	연습, 훈련		claude-sonnet-5
ueberfahren	überfahren	b1	치다, 치어 죽이다		claude-sonnet-5
ueberhaupt	überhaupt	b1	전혀, 도대체		claude-sonnet-5
ueberholen	überholen	b1	추월하다		claude-sonnet-5
ueberlegen	überlegen	b1	생각하다, 숙고하다	재귀동사로도 씀	claude-sonnet-5
uebernachtung	die Übernachtung	b1	숙박, 1박		claude-sonnet-5
sosse	die Soße/Sauce	b1	소스		claude-sonnet-5
souvenir	das Souvenir	b1	기념품		claude-sonnet-5
soviel	soviel	b1	~아는 한, ~하는 한	soviel ich weiß=내가 아는 한	claude-sonnet-5
so-viel	so viel/so viel wie	b1	그렇게 많이, ~만큼		claude-sonnet-5
sowieso	sowieso	b1	어차피, 어쨌든		claude-sonnet-5
sowohl-als-auch	sowohl … als auch	b1	~뿐만 아니라 ~도	상관접속사	claude-sonnet-5
sozial	sozial	b1	사회적인, 사회의		claude-sonnet-5
sozialarbeiter	der Sozialarbeiter	b1	사회복지사	예문은 여성형 사용	claude-sonnet-5
sozialarbeiterin	die Sozialarbeiterin	b1	사회복지사		claude-sonnet-5
sparsam	sparsam	b1	절약하는, 검소한, 경제적인		claude-sonnet-5
spaetestens	spätestens	b1	늦어도		claude-sonnet-5
speise	Speise-/Speise	b1	음식, 요리	Vor-/Nachspeise 등 복합어	claude-sonnet-5
speisewagen	der Speisewagen	b1	식당차		claude-sonnet-5
spezial	Spezial-	b1	특별한, 전용의	접두어, 복합어로만 씀	claude-sonnet-5
spezialist	der Spezialist	b1	전문가	예문은 여성형 사용	claude-sonnet-5
spezialistin	die Spezialistin	b1	전문가		claude-sonnet-5
speziell	speziell	b1	특별한, 특수한		claude-sonnet-5
spiegel	der Spiegel	b1	거울		claude-sonnet-5
spieler	der Spieler	b1	선수, 경기자		claude-sonnet-5
spielerin	die Spielerin	b1	선수, 경기자	예문은 남성형 사용	claude-sonnet-5
spielplatz	der Spielplatz	b1	놀이터		claude-sonnet-5
spielzeug	das Spielzeug	b1	장난감		claude-sonnet-5
spitz	spitz	b1	뾰족한, 날카로운		claude-sonnet-5
sportart	die Sportart	b1	스포츠 종목		claude-sonnet-5
sportler	der Sportler	b1	운동선수	예문은 여성형 사용	claude-sonnet-5
sportlerin	die Sportlerin	b1	운동선수		claude-sonnet-5
fremdsprache	die Fremdsprache	b1	외국어		claude-sonnet-5
muttersprache	die Muttersprache	b1	모국어		claude-sonnet-5
zweitsprache	die Zweitsprache	b1	제2언어		claude-sonnet-5
springen	springen	b1	뛰다, 점프하다, 뛰어들다	완료형은 sein	claude-sonnet-5
spritze	die Spritze	b1	주사, 주사기		claude-sonnet-5
spuelen	spülen	b1	설거지하다, 헹구다		claude-sonnet-5
spur	die Spur	b1	차선, 흔적, 자취		claude-sonnet-5
spueren	spüren	b1	느끼다, 감지하다		claude-sonnet-5
stadion	das Stadion	b1	경기장, 스타디움		claude-sonnet-5
staedtisch	städtisch	b1	시립의, 도시의		claude-sonnet-5
stammen	stammen	b1	유래하다, 출신이다	aus/von+3격 지배	claude-sonnet-5
staendig	ständig	b1	끊임없는, 지속적인, 항상		claude-sonnet-5
standpunkt	der Standpunkt	b1	관점, 입장		claude-sonnet-5
starten	starten	b1	출발하다, 이륙하다, 시작하다	완료형은 sein	claude-sonnet-5
start	der Start	b1	출발, 이륙, 시작		claude-sonnet-5
station	die Station	b1	정류장, 역, 병동		claude-sonnet-5
statistik	die Statistik	b1	통계		claude-sonnet-5
statistisch	statistisch	b1	통계의, 통계적인		claude-sonnet-5
statt	statt	b1	~대신에	2격 지배 전치사	claude-sonnet-5
stau	der Stau	b1	교통 정체, 정체		claude-sonnet-5
staub	der Staub	b1	먼지		claude-sonnet-5
staubsaugen	staubsaugen	b1	진공청소기로 청소하다	주로 부정형으로 씀	claude-sonnet-5
stechen	stechen	b1	찌르다, 쏘다		claude-sonnet-5
stecken	stecken	b1	꽂다, 넣다, 꽂혀 있다	자·타동사 둘 다	claude-sonnet-5
steckdose	die Steckdose	b1	콘센트		claude-sonnet-5
stecker	der Stecker	b1	플러그		claude-sonnet-5
steil	steil	b1	가파른		claude-sonnet-5
stein	der Stein	b1	돌		claude-sonnet-5
stempel	der Stempel	b1	도장, 소인		claude-sonnet-5
stern	der Stern	b1	별		claude-sonnet-5
steuer	die Steuer	b1	세금	der Steuer(핸들)와 성 다름	claude-sonnet-5
steward	der Steward	b1	남자 승무원, 스튜어드	예문은 여성형 사용	claude-sonnet-5
stewardess	die Stewardess	b1	여승무원, 스튜어디스		claude-sonnet-5
stil	der Stil	b1	스타일, 양식		claude-sonnet-5
schrift	die Schrift	b1	글씨, 문자, 서체		claude-sonnet-5
schriftsteller	der Schriftsteller	b1	작가, 소설가	여성형: Schriftstellerin	claude-sonnet-5
schritt	der Schritt	b1	걸음, 단계	Schritt für Schritt: 단계별로	claude-sonnet-5
schuld	die Schuld	b1	잘못, 책임	관사 없이 형용사처럼 씀	claude-sonnet-5
schulden	die Schulden	b1	빚, 채무	복수형만 씀	claude-sonnet-5
schuldig	schuldig	b1	빚진, 빚지고 있는, 유죄의	관용구: 빚지다	claude-sonnet-5
schularbeit	die Schularbeit	b1	학교 시험, 숙제	오스트리아식 표현	claude-sonnet-5
schuelerin-2	der Schülerin	b1	여학생	관사 오타: die로 써야	claude-sonnet-5
schulter	die Schulter	b1	어깨		claude-sonnet-5
schuessel	die Schüssel	b1	그릇, 사발		claude-sonnet-5
schuetteln	schütteln	b1	흔들다		claude-sonnet-5
schuetzen	schützen	b1	보호하다, 지키다	vor+3격 지배	claude-sonnet-5
schutz	der Schutz	b1	보호		claude-sonnet-5
schwammerl	das Schwammerl	b1	버섯	오스트리아식 표현	claude-sonnet-5
schwangerschaft	die Schwangerschaft	b1	임신		claude-sonnet-5
schweigen	schweigen	b1	침묵하다, 잠자코 있다		claude-sonnet-5
schwieger	Schwieger-	b1	시-, 처-, 인척의	복합어 접두사로만 씀	claude-sonnet-5
schwierigkeit	die Schwierigkeit	b1	어려움, 곤란		claude-sonnet-5
schwitzen	schwitzen	b1	땀을 흘리다		claude-sonnet-5
seitdem	seitdem	b1	그때부터, 그 이후로	접속사로도 씀	claude-sonnet-5
sekretaer	der Sekretär	b1	비서		claude-sonnet-5
