id	de	level	ko	model
s42394ba841	Könnten Sie bitte etwas langsamer sprechen?	a1	조금 더 천천히 말씀해 주시겠어요?	claude-opus-5[1m]
s81752e00d0	Es wird langsam kalt. Es wird Herbst.	a1	점점 추워져요. 가을이 와요.	claude-opus-5[1m]
sb246b00d0b	Ich möchte nicht Auto fahren, ich möchte laufen.	a1	저는 차를 타고 싶지 않고 걷고 싶어요.	claude-opus-5[1m]
s0245b0545c	Ich gehe jeden Morgen laufen.	a1	저는 매일 아침 달리기를 하러 가요.	claude-opus-5[1m]
s75184d859e	Unsere Tochter ist erst ein Jahr alt, aber sie kann schon laufen.	a1	우리 딸은 이제 한 살인데 벌써 걸을 수 있어요.	claude-opus-5[1m]
sfdc0ba184d	Wann läuft der Film?	a1	그 영화는 언제 상영해요?	claude-opus-5[1m]
s940e03bbd5	Ich bin gestern 100 m in 10,4 Sekunden gelaufen.	a1	저는 어제 100미터를 10.4초에 뛰었어요.	claude-opus-5[1m]
sbc5a92b159	Bist du mit dem Auto hier? – Nein, ich bin gelaufen.	a1	차 타고 왔어? – 아니, 걸어왔어.	claude-opus-5[1m]
s95b35e2e0e	Jeden Morgen gehe ich eine halbe Stunde laufen.	a1	매일 아침 저는 30분 동안 달리기를 하러 가요.	claude-opus-5[1m]
se3f940395a	Wie geht’s beruflich? – Danke, das Geschäft läuft gut.	a1	일은 어떠세요? – 고마워요, 사업은 잘돼요.	claude-opus-5[1m]
s199f4f09f4	Nicht so laut! Das Baby schläft.	a1	그렇게 크게 말하지 마세요! 아기가 자고 있어요.	claude-opus-5[1m]
sef12386d11	Lass uns gehen. Hier ist es mir zu laut.	a1	가자. 여기는 나한테 너무 시끄러워.	claude-opus-5[1m]
s48fe81e02c	Können Sie bitte etwas lauter sprechen?	a1	조금 더 크게 말씀해 주시겠어요?	claude-opus-5[1m]
s33ad1c2e34	Laut Wetterbericht gibt es morgen Regen.	a1	일기예보에 따르면 내일 비가 와요.	claude-opus-5[1m]
s6d7c21d22d	Sie lebt bei ihrer Schwester.	a1	그녀는 언니 집에서 살아요.	claude-opus-5[1m]
s54396243c0	Ihre Eltern leben nicht mehr.	a1	그녀의 부모님은 이제 안 계세요.	claude-opus-5[1m]
s330d33e0f4	Unsere Großeltern leben nicht mehr.	a1	우리 조부모님은 이제 안 계세요.	claude-opus-5[1m]
s0744529ee6	Leben Ihre Großeltern noch?	a1	조부모님이 아직 살아 계세요?	claude-opus-5[1m]
sc0732cb66a	Herr Müller hat lange im Ausland gelebt.	a1	뮐러 씨는 오랫동안 외국에서 살았어요.	claude-opus-5[1m]
sc47a16bbf1	Von der Rente allein kann meine Tante nicht leben.	a1	우리 이모는 연금만으로는 생활할 수 없어요.	claude-opus-5[1m]
sd992a63799	Ich lebe noch bei meinen Eltern.	a1	저는 아직 부모님과 함께 살아요.	claude-opus-5[1m]
sf4bf5ff34b	Das Leben in diesem Land ist teuer.	a1	이 나라의 생활은 비싸요.	claude-opus-5[1m]
s0aa5c67f0f	Hier in London ist das Leben teuer.	a1	여기 런던은 생활비가 비싸요.	claude-opus-5[1m]
sbda5ae378a	Ich habe mich an das Leben auf dem Land gewöhnt.	a1	저는 시골 생활에 익숙해졌어요.	claude-opus-5[1m]
s97f8111ab1	Hier ist das Leben teuer.	a1	여기는 생활비가 비싸요.	claude-opus-5[1m]
s3af1d2ddb6	Lebensmittel bekommen Sie im Supermarkt.	a1	식료품은 슈퍼마켓에서 사실 수 있어요.	claude-opus-5[1m]
sd494c9d4bd	Lebensmittel werden immer teurer.	a1	식료품이 점점 더 비싸져요.	claude-opus-5[1m]
s1146c31a4c	Meine Lebensmittel kaufe ich im Supermarkt.	a1	저는 식료품을 슈퍼마켓에서 사요.	claude-opus-5[1m]
s556da89f91	Sind Sie verheiratet? – Nein. Ledig.	a1	결혼하셨어요? – 아니요. 미혼이에요.	claude-opus-5[1m]
s636d49d638	Wie ist Ihr Familienstand? – Ledig.	a1	혼인 상태가 어떻게 되세요? – 미혼이에요.	claude-opus-5[1m]
sd9957d97d2	Legen Sie das Buch auf den Tisch.	a1	그 책을 탁자 위에 놓으세요.	claude-opus-5[1m]
s1c2ff8f02c	Ich habe Ihnen die Briefe auf den Schreibtisch gelegt.	a1	제가 편지들을 당신 책상 위에 놓아 두었어요.	claude-opus-5[1m]
sdccdcfc7c2	Legen Sie die Zeitungen bitte dort ins Regal.	a1	신문들을 저기 선반에 놓아 주세요.	claude-opus-5[1m]
s2b3983f1db	Unsere Deutschlehrerin heißt Frau Müller.	a1	우리 독일어 선생님은 뮐러 씨예요.	claude-opus-5[1m]
s7cfc01a001	Die Lehrerin hat heute viele Hausaufgaben gegeben.	a1	선생님이 오늘 숙제를 많이 냈어요.	claude-opus-5[1m]
s9ac1f0db4b	Ich sehe nicht gut. Ich brauche eine Brille.	a1	저는 잘 안 보여요. 안경이 필요해요.	claude-opus-5[1m]
s18d1551ee7	Ich habe einen schönen Film gesehen.	a1	저는 좋은 영화를 봤어요.	claude-opus-5[1m]
s4fa22d4453	Wir haben uns lange nicht gesehen.	a1	우리 오랫동안 못 봤네요.	claude-opus-5[1m]
s86742512d9	Sieh mal! Es schneit.	a1	봐! 눈이 와.	claude-opus-5[1m]
s1aeaee8210	Ich komme gleich wieder, ich muss mal schnell nach dem Essen sehen.	a1	금방 돌아올게요, 잠깐 음식 좀 보고 와야 해요.	claude-opus-5[1m]
sc875ef3bf0	Was machst du im Urlaub? – Ich weiß noch nicht. Mal sehen.	a1	휴가 때 뭐 해? – 아직 몰라. 두고 봐야지.	claude-opus-5[1m]
sad21739af1	Du siehst deiner Mutter sehr ähnlich.	a1	너는 네 엄마를 아주 많이 닮았어.	claude-opus-5[1m]
sf76ef5abe0	Welche Sehenswürdigkeiten gibt es in Frankfurt?	a1	프랑크푸르트에는 어떤 명소가 있나요?	claude-opus-5[1m]
s6f40e9a870	Welche Sehenswürdigkeiten gibt es hier?	a1	여기에는 어떤 명소가 있나요?	claude-opus-5[1m]
s34fb629677	Danke sehr!	a1	정말 감사합니다!	claude-opus-5[1m]
s81290137cb	Das ist sehr schwer.	a1	그건 아주 어려워요.	claude-opus-5[1m]
s42a69ff9cc	Das Wetter ist heute sehr schön.	a1	오늘 날씨가 아주 좋아요.	claude-opus-5[1m]
sa5695c33a6	Ich habe mich sehr über Ihren Besuch gefreut.	a1	당신의 방문이 아주 기뻤어요.	claude-opus-5[1m]
sa44f9fc2d0	Hier ist Ihr Essen. - Danke sehr.	a1	여기 음식 나왔습니다. - 정말 감사합니다.	claude-opus-5[1m]
s7289922590	Herr Müller ist in seinem Zimmer.	a1	뮐러 씨는 자기 방에 있어요.	claude-opus-5[1m]
s08374f98aa	Mir ist kalt.	a1	저는 추워요.	claude-opus-5[1m]
s6d373e3b84	Ich bin dreiundzwanzig.	a1	저는 스물세 살이에요.	claude-opus-5[1m]
s1c9d4a3c1b	Das sind meine Kollegen.	a1	이 사람들은 제 동료들이에요.	claude-opus-5[1m]
s80422a4468	Ich bin Mechaniker.	a1	저는 정비공이에요.	claude-opus-5[1m]
s3813e532b0	Die Cola ist kalt.	a1	콜라가 차가워요.	claude-opus-5[1m]
s423585c1ff	Um halb elf ist Pause.	a1	열 시 반에 쉬는 시간이에요.	claude-opus-5[1m]
sdd30fbf824	Frau Berger ist im Urlaub.	a1	베르거 씨는 휴가 중이에요.	claude-opus-5[1m]
scb45f25ca4	Ich bin müde.	a1	저는 피곤해요.	claude-opus-5[1m]
s194962ef91	Das Auto ist jetzt fünfzehn Jahre alt.	a1	그 차는 이제 십오 년 됐어요.	claude-opus-5[1m]
s9afd6568f8	Heute ist Montag.	a1	오늘은 월요일이에요.	claude-opus-5[1m]
sef88d0a9d4	Der Termin beim Zahnarzt ist erst übermorgen.	a1	치과 예약은 모레나 되어야 해요.	claude-opus-5[1m]
s1d1fb96b47	Um 11 Uhr ist Pause.	a1	11시에 쉬는 시간이에요.	claude-opus-5[1m]
s345f1fccec	Das Auto ist mir zu teuer.	a1	그 차는 저에게 너무 비싸요.	claude-opus-5[1m]
s4d3457f016	Das ist schwer zu verstehen.	a1	그건 이해하기 어려워요.	claude-opus-5[1m]
sa7237f5a3b	Mit Präposition wie: Das Licht ist an/aus.	a1	전치사와 함께: 불이 켜져 있어요/꺼져 있어요.	claude-opus-5[1m]
sd94153c229	Herr Meier ist schon weg.	a1	마이어 씨는 이미 갔어요.	claude-opus-5[1m]
se61f4fe8c0	Die Tür ist zu.	a1	문이 닫혀 있어요.	claude-opus-5[1m]
s2cf5b2ad43	Am Sonntag sind die meisten Läden zu.	a1	일요일에는 대부분의 가게가 문을 닫아요.	claude-opus-5[1m]
sba29e64124	Das Fenster war nicht zu.	a1	창문이 닫혀 있지 않았어요.	claude-opus-5[1m]
s3fafe2ab1a	Ich wohne seit drei Jahren in Köln.	a1	저는 3년 전부터 쾰른에 살아요.	claude-opus-5[1m]
s08a9a5d61c	Wir wohnen seit dem 1. März in Dortmund.	a1	우리는 3월 1일부터 도르트문트에 살아요.	claude-opus-5[1m]
s8dea07db98	Seit ich in Deutschland wohne, lerne ich Deutsch.	a1	독일에 살면서부터 저는 독일어를 배우고 있어요.	claude-opus-5[1m]
s3a587ec664	Er ist selbstständig.	a1	그는 자영업자예요.	claude-opus-5[1m]
sc866290900	Jetzt bin ich angestellt. Früher war ich selbstständig.	a1	지금은 회사에 다녀요. 예전에는 자영업을 했어요.	claude-opus-5[1m]
s617dd91887	Wir suchen eine Sekretärin, die selbstständig arbeiten kann.	a1	우리는 독립적으로 일할 수 있는 비서를 찾고 있어요.	claude-opus-5[1m]
sbef8fa42f9	Sie müssen sich erst anmelden.	a1	먼저 등록하셔야 해요.	claude-opus-5[1m]
s2d45ec1b05	Wie heißt sie?	a1	그녀 이름이 뭐예요?	claude-opus-5[1m]
s84b026fd74	Wie heißen Sie, bitte?	a1	성함이 어떻게 되세요?	claude-opus-5[1m]
sfd2c9cf908	Wo sitzen Sie?	a1	어디에 앉으세요?	claude-opus-5[1m]
s369843c845	Wo möchten Sie sitzen? – Bitte ganz hinten.	a1	어디에 앉고 싶으세요? – 맨 뒤로 주세요.	claude-opus-5[1m]
sfefcd0978a	Ich habe lange gesessen.	a1	저는 오래 앉아 있었어요.	claude-opus-5[1m]
s8d8d2be67a	Die Jacke sitzt sehr gut.	a1	그 재킷은 아주 잘 맞아요.	claude-opus-5[1m]
s25a0f20951	Sie müssen das so machen!	a1	이렇게 하셔야 해요!	claude-opus-5[1m]
s16abc911e5	Fahren Sie bitte nicht so schnell!	a1	그렇게 빨리 운전하지 마세요!	claude-opus-5[1m]
s24370eae18	Meine Frau ist so groß wie ich.	a1	제 아내는 저만큼 커요.	claude-opus-5[1m]
se8c7f0ed49	So, das war‘s/wär‘s!	a1	자, 이걸로 끝이에요!	claude-opus-5[1m]
sdcfc899d82	Wie macht man das? – So!	a1	이건 어떻게 해요? – 이렇게요!	claude-opus-5[1m]
sbaf2cfd711	Sie müssen das so machen. Nicht so!	a1	이렇게 하셔야 해요. 그렇게 말고요!	claude-opus-5[1m]
sba0754976d	Sie sind auch hier! So ein Zufall!	a1	여기 계시네요! 정말 우연이네요!	claude-opus-5[1m]
sb82495c8de	Ich melde mich, so schnell ich kann.	a1	제가 할 수 있는 한 빨리 연락드릴게요.	claude-opus-5[1m]
s798325906b	Wann treffen wir uns? – So gegen 10 Uhr. Ist dir das recht?	a1	우리 언제 만날까? – 10시쯤에. 너 괜찮아?	claude-opus-5[1m]
s238a814613	Dauert es lange? – Eine Stunde oder so kann es schon dauern.	a1	오래 걸리나요? – 한 시간 정도는 걸릴 수 있어요.	claude-opus-5[1m]
s071431f549	Ich hatte kein Geld dabei. Da haben sie mich so hineingelassen.	a1	저는 돈을 안 가지고 있었어요. 그래서 그들이 저를 그냥 들여보내 줬어요.	claude-opus-5[1m]
sd6e3f0053e	So, jetzt bin ich fertig. Was machen wir jetzt?	a1	자, 이제 다 했어요. 이제 뭐 할까요?	claude-opus-5[1m]
s8edf92fb38	Was macht ihr denn so?	a1	너희는 요즘 뭐 하고 지내?	claude-opus-5[1m]
s40d373f01d	Das Sofa ist neu.	a1	그 소파는 새것이에요.	claude-opus-5[1m]
sdeba8c4f13	Das Sofa ist bequem.	a1	그 소파는 편해요.	claude-opus-5[1m]
s91e401a485	Wir hätten gern ein modernes Sofa.	a1	저희는 현대적인 소파를 갖고 싶어요.	claude-opus-5[1m]
s17d643e97b	Bitte antworten Sie sofort.	a1	바로 답해 주세요.	claude-opus-5[1m]
s34838efaef	Sie können sich ab sofort für den Kurs anmelden.	a1	지금부터 그 강좌에 등록하실 수 있어요.	claude-opus-5[1m]
secc6941628	Warum sind Sie nicht sofort zum Arzt gegangen?	a1	왜 바로 병원에 가지 않으셨어요?	claude-opus-5[1m]
s0c362320f1	Karten für das Konzert bekommen Sie ab sofort im Kartenbüro.	a1	콘서트 표는 지금부터 매표소에서 사실 수 있어요.	claude-opus-5[1m]
s51ddfdb342	Das ist Hans, mein Sohn.	a1	이쪽은 제 아들 한스예요.	claude-opus-5[1m]
sef7c793d29	Mein jüngster Sohn ist vier.	a1	제 막내아들은 네 살이에요.	claude-opus-5[1m]
sc3e9bce95d	Soll ich kommen?	a1	제가 갈까요?	claude-opus-5[1m]
s81e0022316	Was soll ich mitbringen?	a1	제가 뭘 가져갈까요?	claude-opus-5[1m]
se0b1abb7b9	Wann soll ich kommen und was soll ich mitbringen?	a1	제가 언제 가고 뭘 가져갈까요?	claude-opus-5[1m]
s0959aeb081	Und, was hat der Arzt gesagt? – Ich soll drei Tage im Bett bleiben und viel Tee trinken.	a1	그래서 의사가 뭐래요? – 사흘 동안 침대에 누워 있고 차를 많이 마시래요.	claude-opus-5[1m]
s17607b74dd	Wann soll ich kommen?	a1	제가 언제 갈까요?	claude-opus-5[1m]
s7b11738ff0	Ich habe im Radio gehört, es soll morgen regnen.	a1	라디오에서 들었는데, 내일 비가 온대요.	claude-opus-5[1m]
s762dca831f	Sollten Sie mit dem Vorschlag nicht einverstanden sein, rufen Sie mich an.	a1	그 제안에 동의하지 않으시면 저에게 전화 주세요.	claude-opus-5[1m]
sc11bf28bc2	Das Wetter ist schön. Die Sonne scheint.	a1	날씨가 좋아요. 해가 비쳐요.	claude-opus-5[1m]
s06198e300e	Ich habe zu lange in der Sonne gelegen.	a1	저는 햇볕에 너무 오래 누워 있었어요.	claude-opus-5[1m]
s344dddf6f4	Es ist schon spät, ich muss gehen.	a1	벌써 늦었어요, 저는 가야 해요.	claude-opus-5[1m]
s0e2cc8c076	Wie spät ist es?	a1	지금 몇 시예요?	claude-opus-5[1m]
sb43000dd51	Ich muss mich beeilen. Sonst komme ich zu spät.	a1	서둘러야 해요. 안 그러면 늦어요.	claude-opus-5[1m]
sc240bb9fb2	Sonntags stehen wir immer spät auf.	a1	일요일마다 우리는 항상 늦게 일어나요.	claude-opus-5[1m]
s083bd3e445	Am späten Nachmittag ist der Verkehr besonders stark.	a1	늦은 오후에는 교통이 특히 혼잡해요.	claude-opus-5[1m]
sdacda40169	Können Sie später noch mal anrufen?	a1	나중에 다시 전화해 주시겠어요?	claude-opus-5[1m]
s353824a658	Was willst du denn später mal werden?	a1	너는 나중에 뭐가 되고 싶어?	claude-opus-5[1m]
s2f1dab9602	Das können wir später machen.	a1	그건 나중에 해도 돼요.	claude-opus-5[1m]
s24704ecf67	Bringen Sie mir die Speisekarte, bitte.	a1	메뉴판 좀 갖다주세요.	claude-opus-5[1m]
saebac44fbd	Entschuldigung, bringen Sie uns bitte die Speisekarte.	a1	실례합니다, 메뉴판 좀 갖다주세요.	claude-opus-5[1m]
s5aa164207a	Bitte, die Speisekarte.	a1	여기 메뉴판이요.	claude-opus-5[1m]
s826360a0f0	Die Kinder spielen draußen.	a1	아이들이 밖에서 놀아요.	claude-opus-5[1m]
s839d635c36	Jakob spielt Klavier.	a1	야코프는 피아노를 쳐요.	claude-opus-5[1m]
sf60c0b5667	Wir haben einen großen Garten, da können die Kinder spielen.	a1	우리는 큰 정원이 있어서 아이들이 거기서 놀 수 있어요.	claude-opus-5[1m]
se73b6563f8	Am Sonntag spielen wir gegen die Fußballmannschaft der Nachbarschule.	a1	일요일에 우리는 이웃 학교 축구팀과 경기해요.	claude-opus-5[1m]
sbd3f15a498	Spielen Sie ein Instrument?	a1	악기를 연주하세요?	claude-opus-5[1m]
s4190532263	Ich mache viel Sport.	a1	저는 운동을 많이 해요.	claude-opus-5[1m]
sc78c03841f	Für Sport interessiere ich mich sehr.	a1	저는 운동에 관심이 아주 많아요.	claude-opus-5[1m]
s2ed5cf3621	Welche Sprachen sprichst du?	a1	너는 어떤 언어들을 해?	claude-opus-5[1m]
s63fdae024d	Welche Sprachen sprichst du? – Ich spreche Englisch und Spanisch.	a1	너는 어떤 언어들을 해? – 나는 영어와 스페인어를 해.	claude-opus-5[1m]
sdd8fe8f3d8	Franco spricht mehrere Sprachen.	a1	프랑코는 여러 언어를 해요.	claude-opus-5[1m]
s787b48702b	Kann ich (mit) Herrn Klein sprechen?	a1	클라인 씨와 통화할 수 있을까요?	claude-opus-5[1m]
sa551ee67bc	Mit wem sprichst du?	a1	너 누구랑 이야기해?	claude-opus-5[1m]
s388738f0a7	Ich habe mit ihm gesprochen.	a1	저는 그와 이야기했어요.	claude-opus-5[1m]
s169cd24932	Jean spricht sehr gut Deutsch.	a1	장은 독일어를 아주 잘해요.	claude-opus-5[1m]
s7142e4e371	Ich möchte nicht darüber sprechen.	a1	저는 그것에 대해 이야기하고 싶지 않아요.	claude-opus-5[1m]
s2ad172c4f5	Die Bundeskanzlerin spricht heute Abend im Fernsehen.	a1	총리가 오늘 저녁에 텔레비전에서 연설해요.	claude-opus-5[1m]
sd860f5dc06	Kann ich bitte Herrn Müller sprechen?	a1	뮐러 씨와 통화할 수 있을까요?	claude-opus-5[1m]
s81a7a519ac	Heidelberg ist eine alte Stadt.	a1	하이델베르크는 오래된 도시예요.	claude-opus-5[1m]
s0254030165	Ich wohne lieber auf dem Land als in der Stadt.	a1	저는 도시보다 시골에 사는 게 더 좋아요.	claude-opus-5[1m]
sfb96b537e7	Gehst du mit mir in die Stadt?	a1	나랑 같이 시내에 갈래?	claude-opus-5[1m]
s059a4a04ca	Ich glaube es nicht, aber es steht in der Zeitung.	a1	저는 믿지 않지만, 신문에 그렇게 나와 있어요.	claude-opus-5[1m]
s3272c02922	Der Bus steht schon an der Haltestelle.	a1	버스가 벌써 정류장에 서 있어요.	claude-opus-5[1m]
s09277a7c93	Ich bin Verkäuferin. In meinem Beruf muss ich viel stehen.	a1	저는 판매원이에요. 제 직업에서는 많이 서 있어야 해요.	claude-opus-5[1m]
sfe111c5926	In meinem Beruf muss ich viel stehen.	a1	제 직업에서는 많이 서 있어야 해요.	claude-opus-5[1m]
se7f9f2b2e6	Als wir kamen, stand das Essen schon auf dem Tisch.	a1	우리가 왔을 때 음식이 이미 식탁에 차려져 있었어요.	claude-opus-5[1m]
se3bbedbb2c	Was steht heute in der Zeitung?	a1	오늘 신문에 뭐가 났어요?	claude-opus-5[1m]
sdfb75ad7bb	Nach 20 Minuten stand das Spiel 1:1.	a1	20분 뒤에 경기는 1대 1이었어요.	claude-opus-5[1m]
sb5445acd4c	Ich habe eine neue Stelle.	a1	저는 새 일자리를 구했어요.	claude-opus-5[1m]
s1d66aef3a8	Ich habe eine neue Stelle. Ich arbeite jetzt bei Mercedes.	a1	저는 새 일자리를 구했어요. 이제 메르세데스에서 일해요.	claude-opus-5[1m]
sfb08ada369	Wir treffen uns hier an dieser Stelle.	a1	우리 여기 이 자리에서 만나요.	claude-opus-5[1m]
s8dcbebb8a0	Diese Stelle in seinem Brief ist mir nicht ganz klar.	a1	그의 편지의 이 부분은 저에게 잘 이해되지 않아요.	claude-opus-5[1m]
s8e9921d8b9	An Ihrer Stelle würde ich den Vertrag nicht unterschreiben.	a1	제가 당신이라면 그 계약서에 서명하지 않겠어요.	claude-opus-5[1m]
s46359b540e	Stell die Tasche rechts in die Ecke!	a1	가방을 오른쪽 구석에 놓아!	claude-opus-5[1m]
s1fadbede54	Stell die Milch bitte in den Kühlschrank!	a1	우유를 냉장고에 넣어 줘!	claude-opus-5[1m]
s2641f59f45	Stell das Bier in den Kühlschrank!	a1	맥주를 냉장고에 넣어!	claude-opus-5[1m]
sdb9ff49c70	Ich hole noch Milch. Stell dich bitte schon mal in die Schlange an der Kasse.	a1	내가 우유를 더 가져올게. 먼저 계산대 줄에 서 있어.	claude-opus-5[1m]
sb8a8b8d67e	Wo kann ich mein Auto hinstellen?	a1	제 차를 어디에 세울 수 있나요?	claude-opus-5[1m]
sb8ab74c5c4	Würden Sie das Radio bitte etwas leiser stellen?	a1	라디오 소리를 좀 줄여 주시겠어요?	claude-opus-5[1m]
s09c4493479	Haben Sie einen Moment Zeit? Wir möchten Ihnen ein paar Fragen stellen.	a1	잠깐 시간 있으세요? 몇 가지 질문을 드리고 싶습니다.	claude-opus-5[1m]
se4ae8538d3	Ich habe den Wecker auf 5 Uhr gestellt.	a1	저는 알람을 5시에 맞춰 놨어요.	claude-opus-5[1m]
sbcdf971bc4	Unsere Wohnung liegt im ersten Stock.	a1	우리 집은 2층에 있어요.	claude-opus-5[1m]
scfcb0d2189	Das Büro ist im 3. Stock, Zimmer 305.	a1	사무실은 3층 305호에 있어요.	claude-opus-5[1m]
s52f447e72d	In welcher Straße wohnen Sie?	a1	어느 거리에 사세요?	claude-opus-5[1m]
s4e70add841	Wir wohnen in einer sehr kleinen Straße.	a1	우리는 아주 작은 거리에 살아요.	claude-opus-5[1m]
sf9e5b9e667	Unser Haus ist eine Straße weiter.	a1	우리 집은 한 블록 더 가서 있어요.	claude-opus-5[1m]
s48494c092e	Wo fährt die Straßenbahn ab?	a1	전차는 어디에서 출발하나요?	claude-opus-5[1m]
s97f401d033	Fahren wir mit der Straßenbahn oder mit der U-Bahn?	a1	우리 전차를 탈까요, 지하철을 탈까요?	claude-opus-5[1m]
s0e56c9c239	Nehmen Sie die Straßenbahn Nr. 16.	a1	16번 전차를 타세요.	claude-opus-5[1m]
sa2adc76fbc	Fahren wir mit der Straßenbahn oder der U-Bahn?	a1	우리 전차를 탈까요, 아니면 지하철을 탈까요?	claude-opus-5[1m]
s6d39f0b749	Ich studiere in Mainz.	a1	저는 마인츠에서 대학에 다녀요.	claude-opus-5[1m]
s7ab859bf92	Mein Sohn will Medizin studieren.	a1	제 아들은 의학을 공부하고 싶어 해요.	claude-opus-5[1m]
s48a504ae70	Das Studium beginnt im Oktober.	a1	학기는 10월에 시작해요.	claude-opus-5[1m]
s9114b9c018	Das Studium dauert drei Jahre.	a1	학업은 3년 걸려요.	claude-opus-5[1m]
sa6ea62999f	Sie brauchen für diese Stelle ein abgeschlossenes Studium.	a1	이 자리에는 학위를 마친 학업이 필요해요.	claude-opus-5[1m]
sd9ccdd8c7f	Ich bin Studentin.	a1	저는 대학생이에요.	claude-opus-5[1m]
s4e8d7fe2de	Schüler und Studenten zahlen die Hälfte.	a1	학생과 대학생은 반값을 냅니다.	claude-opus-5[1m]
s0c9d0c9f6e	Ich bin in einer Stunde zurück.	a1	저는 한 시간 후에 돌아와요.	claude-opus-5[1m]
s6488266b04	Ich bin in einer Stunde wieder zurück.	a1	저는 한 시간 후에 다시 돌아와요.	claude-opus-5[1m]
s6c37800d21	Wir haben heute nur vier Stunden Schule.	a1	우리는 오늘 수업이 네 시간뿐이에요.	claude-opus-5[1m]
sd97da92100	Ich warte seit zwei Stunden auf dich.	a1	나는 두 시간째 너를 기다리고 있어.	claude-opus-5[1m]
s3c63b15067	Suchst du etwas?	a1	뭐 찾고 있어?	claude-opus-5[1m]
s7375fd4f3e	Ich suche meine Brille.	a1	저는 제 안경을 찾고 있어요.	claude-opus-5[1m]
s2206c594b5	Wir suchen eine größere Wohnung.	a1	우리는 더 큰 집을 찾고 있어요.	claude-opus-5[1m]
sa413a38c5e	Wen suchen Sie?	a1	누구를 찾으세요?	claude-opus-5[1m]
s0f31006b4f	Tanzen Sie gern?	a1	춤추는 걸 좋아하세요?	claude-opus-5[1m]
s9b66c1280b	Wir haben die ganze Nacht getanzt.	a1	우리는 밤새 춤을 췄어요.	claude-opus-5[1m]
se28a7e0a12	Auf der Hochzeit haben wir viel getanzt.	a1	결혼식에서 우리는 춤을 많이 췄어요.	claude-opus-5[1m]
sfde93ee642	Ich habe die Schlüssel in der Tasche.	a1	저는 열쇠를 가방에 넣어 뒀어요.	claude-opus-5[1m]
sf1f1de074d	Ich habe nicht viel Gepäck. Nur eine Tasche.	a1	저는 짐이 많지 않아요. 가방 하나뿐이에요.	claude-opus-5[1m]
s9574d10711	Ich habe nicht viel Gepäck, nur eine Tasche.	a1	저는 짐이 많지 않아요, 가방 하나뿐이에요.	claude-opus-5[1m]
s9f3ef2c5b1	Meine Jacke hat keine Taschen.	a1	제 재킷에는 주머니가 없어요.	claude-opus-5[1m]
s620089a9e1	Es gibt heute keinen Bus mehr. Er fährt mit dem Taxi.	a1	오늘은 버스가 더 없어요. 그는 택시를 타고 가요.	claude-opus-5[1m]
s5acba1df5e	Bitte rufen Sie mir ein Taxi.	a1	택시를 한 대 불러 주세요.	claude-opus-5[1m]
s5b0cb22dd8	Ich trinke morgens immer Tee.	a1	저는 아침에 항상 차를 마셔요.	claude-opus-5[1m]
sda321c81c2	Bitte einen Tee mit Zitrone.	a1	레몬 넣은 차 하나 주세요.	claude-opus-5[1m]
s977234aead	Was kostet dieser Tee hier?	a1	여기 이 차는 얼마예요?	claude-opus-5[1m]
sdd3bb6d733	Lies bitte auch den zweiten Teil.	a1	두 번째 부분도 읽어 봐.	claude-opus-5[1m]
s3e153bd3ef	Was steht in dem Brief? Ich habe den ersten Teil nicht verstanden.	a1	편지에 뭐라고 쓰여 있어요? 저는 첫 부분을 이해하지 못했어요.	claude-opus-5[1m]
s13c23ee5f7	Der Film hat zwei Teile. Heute kommt Teil 1.	a1	그 영화는 두 부분이에요. 오늘은 1부가 나와요.	claude-opus-5[1m]
sbfe94225cf	Gefällt dir der neue Job? – Nur zum Teil.	a1	새 일 마음에 들어? – 부분적으로만.	claude-opus-5[1m]
se40cb80a96	Darf ich mal telefonieren?	a1	전화 좀 써도 될까요?	claude-opus-5[1m]
sd1377948e0	Ich muss kurz telefonieren.	a1	저는 잠깐 전화를 해야 해요.	claude-opus-5[1m]
sdb2ce4b811	Er hat den ganzen Abend telefoniert.	a1	그는 저녁 내내 전화했어요.	claude-opus-5[1m]
s9fe175f93e	Mein Mann telefoniert gerade. Können Sie später noch einmal anrufen?	a1	제 남편은 지금 통화 중이에요. 나중에 다시 전화해 주시겠어요?	claude-opus-5[1m]
sf57a3e833c	Haben Sie Telefon?	a1	전화가 있으세요?	claude-opus-5[1m]
sfda7f051bc	Darf ich bitte Ihr Telefon benutzen?	a1	당신의 전화를 좀 써도 될까요?	claude-opus-5[1m]
s6e281cd290	Am besten machen wir sofort einen Termin.	a1	바로 약속을 잡는 게 제일 좋겠어요.	claude-opus-5[1m]
sabe2cbac66	Ich habe heute einen Termin bei meiner Zahnärztin.	a1	저는 오늘 치과 진료 예약이 있어요.	claude-opus-5[1m]
sdcad74f85a	Als Termin schlage ich den 3. Mai vor.	a1	날짜로는 5월 3일을 제안합니다.	claude-opus-5[1m]
sf097d60f92	Der Test war einfach.	a1	시험은 쉬웠어요.	claude-opus-5[1m]
sb8690f9971	Ich bin ganz sicher: Du wirst den Test schaffen.	a1	난 확신해. 넌 그 시험에 합격할 거야.	claude-opus-5[1m]
s356eeb4b9a	Um wie viel Uhr müssen wir gehen?	a1	우리 몇 시에 가야 해요?	claude-opus-5[1m]
sd6911d01ea	Meine Uhr ist stehen geblieben.	a1	제 시계가 멈췄어요.	claude-opus-5[1m]
