# 문맥 주석이 없거나 사람이 먼저 확인할 예문. 고친 값은 gloss_overrides.jsonl에 같은 id로 적는다.
id	level	de	ko	reasons
s063a282b20	b1	Achtung – fertig – los!	준비, 시작!	no_gloss
s8346094795	b1	Wir fahren um 8 Uhr los. Sei bitte pünktlich.	우리는 8시에 출발해. 제시간에 와.	no_gloss
s58619fc884	b1	Du kannst die Datei löschen. Ich brauche sie nicht mehr.	그 파일은 삭제해도 돼. 이제 필요 없어.	no_gloss
sb051504439	b1	Das Feuer wurde schnell gelöscht.	불은 빠르게 꺼졌어요.	no_gloss
seb1db1327e	b1	Wir müssen dieses Problem lösen.	우리는 이 문제를 해결해야 해요.	no_gloss
s036d119ead	b1	Sie können die Fahrkarten auch am Automaten lösen.	승차권은 자동판매기에서도 살 수 있어요.	no_gloss
s80dcc44de2	b1	Oh, hier ist aber schlechte Luft.	아, 여기 공기가 안 좋네요.	no_gloss
s73878cc21b	b1	Die Seeluft tut mir gut.	바닷바람을 쐬면 몸이 좋아져요.	no_gloss
s5840a3642a	b1	Bitte mach das Fenster auf. Ich brauche frische Luft.	창문 좀 열어 줘. 신선한 공기가 필요해.	no_gloss
s47d79ee9c0	b1	Jugendliche lesen dieses Magazin gern.	청소년들은 이 잡지를 즐겨 읽어요.	no_gloss
s67f9d7055f	b1	Bitte 1 kg mageres Fleisch.	기름기 적은 고기 1kg 주세요.	no_gloss
s58142a6fa1	b1	Die Tropfen bitte immer nach den Mahlzeiten einnehmen.	이 물약은 항상 식후에 드세요.	no_gloss
sfabeef44e7	b1	In Deutschland gibt es meist nur einmal am Tag eine warme Mahlzeit.	독일에서는 보통 하루에 한 번만 따뜻한 식사를 해요.	no_gloss
sab6ee05d15	b1	Wenn du die Rechnung nicht pünktlich bezahlst, bekommst du eine Mahnung.	청구서를 제때 내지 않으면 독촉장을 받게 돼.	no_gloss
s078e8099c8	b1	Das machen wir nächstes Mal.	그건 다음번에 해요.	no_gloss
sda6bebae8e	b1	Bis zum nächsten Mal.	다음에 또 봐요.	no_gloss
s80a3f7f583	b1	Bring bitte noch ein Glas Marmelade mit.	잼 한 병도 가져와 줘.	no_gloss
s9fcf6c2a0e	b1	Wir haben die Maler im Haus. Wir lassen die Wände neu streichen.	집에 도장공들이 와 있어요. 벽을 새로 칠하게 했어요.	no_gloss
s116ae7800a	b1	Picasso ist vielleicht der bekannteste Maler der Welt.	피카소는 아마 세계에서 가장 유명한 화가일 거예요.	no_gloss
sca32bb55c0	b1	Aus welchem Material ist der Schrank? – Aus Holz.	이 장은 어떤 재료로 만들었어요? – 나무로 만들었어요.	no_gloss
s2706b81cbb	b1	Meine Tochter hat gerade die Matura gemacht.	제 딸은 방금 대학 입학 자격시험에 합격했어요.	no_gloss
se4305ee685	b1	Die Kinder sind über die Mauer geklettert.	아이들이 담을 넘어갔어요.	no_gloss
s787fab07b8	b1	Wie lange braucht ein Brief? – Maximal zwei Tage.	편지는 얼마나 걸려요? – 최대 이틀이에요.	no_gloss
s7c3ab0ed18	b1	Wie schwer darf der Brief sein? – Maximal 20 g.	편지는 무게가 얼마까지 가능해요? – 최대 20g이에요.	no_gloss
s40e571baa8	b1	In dieser Stadt gibt es einen großen Mangel an Wohnungen.	이 도시에는 주택이 매우 부족해요.	no_gloss
sbb9594e69b	b1	Die Maschine hat technische Mängel.	이 기계에는 기술적인 결함이 있어요.	no_gloss
sf90f033aa8	b1	Das kann nur ein Mechaniker reparieren.	그건 정비공만 고칠 수 있어요.	no_gloss
s03709ed7fa	b1	Karim ist Automechaniker. Er arbeitet bei Opel.	카림은 자동차 정비공이에요. 오펠에서 일해요.	no_gloss
s34341d9773	b1	Umweltschutz ist in den Medien ein großes Thema.	환경 보호는 언론에서 큰 화제예요.	no_gloss
se6458d481b	b1	Du musst noch deine Medizin nehmen.	너는 약을 먹어야 해.	no_gloss
s6ca295c0ad	b1	Ich möchte einen Kuchen backen. Ist noch genug Mehl da?	케이크를 굽고 싶어요. 밀가루가 아직 충분히 있나요?	no_gloss
s390f1b9205	b1	Ich habe diesmal mehr gelernt als bei der letzten Prüfung.	이번에는 지난 시험 때보다 더 많이 공부했어요.	no_gloss
s87c8a0e9ac	b1	Ich habe mehrere Leute gefragt. Aber niemand konnte mir helfen.	여러 사람에게 물어봤어요. 하지만 아무도 저를 도와주지 못했어요.	no_gloss
s3caa125792	b1	Viele Wörter haben mehrere Bedeutungen.	많은 단어에는 여러 뜻이 있어요.	no_gloss
s44fa73e562	b1	Die Mehrheit der Menschen in Deutschland besitzt ein Handy.	독일 사람 대부분은 휴대전화를 가지고 있어요.	no_gloss
s73767a0950	b1	Hier ist unser Hotel. Ich markiere Ihnen auf dem Plan den Weg zum Bahnhof.	여기가 저희 호텔이에요. 지도에 기차역까지 가는 길을 표시해 드릴게요.	no_gloss
s4d2887951f	b1	Die Mehrwertsteuer bei diesem Produkt beträgt 20 %.	이 제품의 부가가치세는 20%예요.	no_gloss
s1ef6e66f82	b1	Meinetwegen kannst du heute das Auto haben.	나는 괜찮으니 오늘은 네가 차를 써도 돼.	no_gloss
sd9a4ef0ee8	b1	Ich weiß nicht, wie man das macht. – Dann frag doch den Meister.	이걸 어떻게 하는지 모르겠어요. – 그럼 책임자에게 물어봐요.	no_gloss
s73d01d9c7a	b1	Unsere Mannschaft ist deutscher Meister geworden.	우리 팀이 독일 챔피언이 되었어요.	no_gloss
sc523c05dac	b1	Ich habe schon zweimal angerufen. Aber es meldet sich niemand.	벌써 두 번 전화했어요. 하지만 아무도 받지 않아요.	no_gloss
s35fe248b7b	b1	Den Unfall müssen Sie der Versicherung melden.	그 사고를 보험사에 신고하셔야 해요.	no_gloss
s2473f2d1fe	b1	Warum hast du dich so lange nicht gemeldet? Warst du krank?	왜 그렇게 오랫동안 연락하지 않았어? 아팠어?	no_gloss
s66665b00b8	b1	Hast du die Meldung im Radio gehört? Es wird starken Sturm geben.	라디오에서 그 소식 들었어? 강한 폭풍이 올 거래.	no_gloss
s65a3cf9a90	b1	Ich esse fast jeden Tag in der Mensa.	저는 거의 매일 학생 식당에서 먹어요.	no_gloss
s546ff15a6a	b1	Fehler zu machen ist menschlich.	실수하는 것은 인간적이에요.	no_gloss
sc0a3cdad22	b1	Nimm doch das Menü, das sieht gut aus.	그 세트 메뉴로 해. 맛있어 보여.	no_gloss
s06d69ca85d	b1	Das ist eine merkwürdige Geschichte.	그건 이상한 이야기예요.	no_gloss
s4495cae27e	b1	Haben Sie schon Fieber gemessen?	벌써 체온을 재 보셨어요?	no_gloss
see2c745c7e	b1	Ich habe das Zimmer ausgemessen. Es sind genau 20 m².	방 크기를 재 봤어요. 정확히 20㎡예요.	no_gloss
s38aad1ec50	b1	Dieser Tisch hier ist ganz aus Metall.	여기 이 탁자는 전부 금속으로 만들었어요.	no_gloss
sbca5579570	b1	Weißt du eine gute Methode, um schnell gut Deutsch zu lernen?	독일어를 빨리 잘 배울 수 있는 좋은 방법을 알아?	no_gloss
saf5254746e	b1	Berlin und Wien sind Metropolen.	베를린과 빈은 대도시예요.	no_gloss
s32455a001c	b1	Dieser Metzger hat sehr gute Wurst.	이 정육점은 소시지가 아주 맛있어요.	no_gloss
s798808c0df	b1	Sie hat heute neue Mieter für die Wohnung gefunden.	그녀는 오늘 그 집에 들어올 새 세입자들을 구했어요.	no_gloss
s6aa0550674	b1	Der Mieter hat die Wohnung renoviert.	세입자가 집을 수리했어요.	no_gloss
s062481b8d8	b1	Viele Migranten kommen aus Osteuropa.	많은 이주민이 동유럽에서 와요.	no_gloss
sc94e2b5da0	b1	Der Migrant hat sich gut in der neuen Stadt eingelebt.	그 이주민은 새 도시에 잘 정착했어요.	no_gloss
s56a7e63e04	b1	Gestern gab es im Fernsehen eine Diskussion zum Thema Migration.	어제 텔레비전에서 이주를 주제로 한 토론이 있었어요.	no_gloss
s31d4bdd1d5	b1	Möchten Sie die Soße scharf? – Nein, bitte ganz mild.	소스를 맵게 해 드릴까요? – 아니요, 아주 순하게 해 주세요.	no_gloss
sd128637e98	b1	Wie wird das Wetter? – Es soll etwas milder werden.	날씨가 어떻게 될까요? – 조금 더 포근해질 거래요.	no_gloss
s8b20540908	b1	Frauen sind in unserer Firma in der Minderheit.	우리 회사에서는 여성이 소수예요.	no_gloss
s12a126d425	b1	Da ist nur ein minimaler Unterschied.	거기에는 아주 작은 차이만 있어요.	no_gloss
s98cc8c1c39	b1	Ich möchte ein gemischtes Eis mit Sahne.	여러 맛 아이스크림에 생크림을 얹어 주세요.	no_gloss
sa953c255f9	b1	Wie möchten Sie das Geld? – Bitte gemischt, große und kleine Scheine.	돈을 어떻게 드릴까요? – 큰 지폐와 작은 지폐를 섞어서 주세요.	no_gloss
s12a78da21c	b1	Die Konferenz war ein Misserfolg.	그 회의는 실패였어요.	no_gloss
s976c8aa2d7	b1	Das Misstrauen zwischen den beiden Parteien ist weiterhin groß.	두 정당 사이의 불신은 여전히 커요.	no_gloss
sfbfb395842	b1	Sie haben mich missverstanden.	저를 오해하셨어요.	no_gloss
s47bb286a43	b1	Das ist ein Missverständnis. Das habe ich nicht gesagt.	그건 오해예요. 저는 그렇게 말하지 않았어요.	no_gloss
sf18b46d263	b1	Die Mitarbeiterin hat den Bericht geschrieben.	여직원이 보고서를 썼어요.	no_gloss
sdd4fc34106	b1	Sprechen Sie bitte miteinander.	서로 이야기해 주세요.	no_gloss
s90ff1bd04f	b1	Für Mitglieder ist der Eintritt zum Konzert gratis.	회원은 콘서트에 무료로 입장할 수 있어요.	no_gloss
s567767168e	b1	Den Prüfungstermin teilen wir Ihnen noch mit.	시험 날짜는 나중에 알려 드릴게요.	no_gloss
s7e034633c0	b1	Wir haben eine Wohnung mitten in der Stadt.	우리는 시내 한복판에 아파트가 있어요.	no_gloss
s61c9b3bdcb	b1	Das Flugzeug hatte Verspätung. Wir sind erst mitten in der Nacht angekommen.	비행기가 연착했어요. 우리는 한밤중이 되어서야 도착했어요.	no_gloss
s78e12d802d	b1	In den mittleren Reihen sind noch Plätze frei.	가운데 줄에는 아직 빈자리가 있어요.	no_gloss
s94b0ae1002	b1	Am Anfang war die Arbeit schwer. Mittlerweile habe ich mich daran gewöhnt.	처음에는 일이 힘들었어요. 이제는 익숙해졌어요.	no_gloss
sa9f749c3a8	b1	Wir haben uns neue Möbel gekauft.	우리는 새 가구를 샀어요.	no_gloss
s9e7eed3bf4	b1	Ich suche ein möbliertes Zimmer.	가구가 딸린 방을 찾고 있어요.	no_gloss
s0c240baa08	b1	Mit dem Fahrrad bin ich in der Stadt sehr mobil.	자전거가 있으면 시내에서 자유롭게 다닐 수 있어요.	no_gloss
sb32d67361f	b1	Ich habe zwei Nachrichten auf meiner Mobilbox.	음성 사서함에 메시지가 두 개 있어요.	no_gloss
s3c2bc75b7b	b1	Sprachen zu lernen fördert die Mobilität.	언어를 배우면 이동성이 높아져요.	no_gloss
s4fef325568	b1	Wie findest du dieses Auto? – Dieses Modell gefällt mir nicht.	이 차 어때? 이 모델은 마음에 안 들어.	no_gloss
sbead5f9bdb	b1	Sie wollen ans Meer? Da gibt es mehrere Möglichkeiten.	바다에 가고 싶으세요? 여러 가지 방법이 있어요.	no_gloss
s636f704fe5	b1	Sagen Sie mir bitte möglichst bald, ob Ihnen der Termin passt.	그 날짜가 괜찮으신지 되도록 빨리 알려 주세요.	no_gloss
s5ec1fad444	b1	Wir suchen eine Wohnung, möglichst im Erdgeschoss.	우리는 되도록 1층에 있는 아파트를 찾고 있어요.	no_gloss
sd2196ba651	b1	Hasen fressen gern Möhren.	토끼는 당근을 즐겨 먹어요.	no_gloss
s84e77155c6	b1	Bei Vollmond kann ich nicht schlafen.	보름달이 뜨면 잠을 못 자요.	no_gloss
s25cd7d6929	b1	Ich habe mir einen größeren Monitor gekauft. Das ist besser für meine Augen.	더 큰 모니터를 샀어요. 눈에는 그게 더 좋아요.	no_gloss
sf5d0d02228	b1	Oskar fährt jeden Tag mit dem Motorrad zur Arbeit.	오스카는 매일 오토바이를 타고 출근해요.	no_gloss
sb8d9a26772	b1	Mit ein bisschen mehr Mühe können wir das schaffen.	조금만 더 노력하면 우리는 해낼 수 있어요.	no_gloss
s34f5770365	b1	Die Müllabfuhr kommt zweimal pro Woche.	쓰레기 수거차는 일주일에 두 번 와요.	no_gloss
s35a3fe4e9a	b1	Die Mülltonne ist voll.	쓰레기통이 가득 찼어요.	no_gloss
s325f27914e	b1	Die mündliche Prüfung ist erst nächste Woche.	구술시험은 다음 주에야 있어요.	no_gloss
s1b5788c993	b1	Der Automat nimmt nur Münzen.	이 기계는 동전만 받아요.	no_gloss
s7fc987420a	b1	Sie ist sehr musikalisch: Sie spielt Klavier, Flöte und Geige.	그녀는 음악적 재능이 뛰어나요. 피아노와 플루트, 바이올린을 연주해요.	no_gloss
sa751ef2ae7	b1	Das musikalische Angebot gefällt mir.	음악 프로그램이 마음에 들어요.	no_gloss
s1670914985	b1	Mein Bruder möchte Musiker werden.	우리 형은 음악가가 되고 싶어 해요.	no_gloss
s3a3cc59483	b1	Die Musikerin hat ein tolles Konzert gegeben.	그 여성 음악가는 멋진 공연을 했어요.	no_gloss
s124fd64760	b1	Im Fitness-Studio trainieren wir unsere Muskeln.	우리는 헬스장에서 근육을 단련해요.	no_gloss
s4d5ac8dbe0	b1	Zum Frühstück gibt es Müsli mit Obst.	아침으로 과일을 곁들인 뮈슬리가 나와요.	no_gloss
s1b61ff1c38	b1	Man braucht viel Mut, um in einem fremden Land ganz neu anzufangen.	낯선 나라에서 완전히 새로 시작하려면 큰 용기가 필요해요.	no_gloss
s5dc4015744	b1	Es war sehr mutig von dir, deine Meinung laut zu sagen.	네 의견을 큰 소리로 말하다니 정말 용감했어.	no_gloss
s2ee9286b5d	b1	Nachdem wir gegessen hatten, sind wir spazieren gegangen.	우리는 식사를 마친 뒤 산책하러 갔어요.	no_gloss
se63997c277	b1	Ich weiß nicht, was ich machen soll. Ich muss nachdenken.	무엇을 해야 할지 모르겠어요. 생각해 봐야 해요.	no_gloss
s2a1dff8f0d	b1	Ich habe über deine Vorschläge nachgedacht.	네 제안들을 생각해 봤어.	no_gloss
s79ecbfbbf0	b1	Die Nachfrage für dieses Produkt ist groß.	이 제품에 대한 수요가 많아요.	no_gloss
s9e1cb9f1e2	b1	Ich rufe nachher nochmal an.	나중에 다시 전화할게요.	no_gloss
s2d7f0872d3	b1	Der Schüler braucht Nachhilfe in Mathematik.	그 학생은 수학 과외가 필요해요.	no_gloss
sdad6108b3a	b1	Ich kenne das Wort nicht. Das musst du im Wörterbuch nachschlagen.	나는 그 단어를 몰라. 너는 사전에서 찾아봐야 해.	no_gloss
sff9fd801fc	b1	Nach dem Essen gab es noch eine leckere Nachspeise.	식사 후에는 맛있는 후식도 나왔어요.	no_gloss
s695045c98c	b1	Einen Nachteil hat die Wohnung. Sie liegt nicht zentral.	그 아파트에는 단점이 하나 있어요. 중심가에 있지 않아요.	no_gloss
s450886501a	b1	Der Nachwuchs bei Forschern soll gefördert werden.	젊은 연구자들을 육성해야 해요.	no_gloss
sf0547365e7	b1	Die Katze hat Nachwuchs bekommen.	고양이가 새끼를 낳았어요.	no_gloss
s97e86458a0	b1	Hast du eine Nadel für mich? Ich muss einen Knopf annähen.	나한테 줄 바늘 있어? 단추를 달아야 해.	no_gloss
s18a6699c7f	b1	Kannst du mir den Nagel in die Wand schlagen?	벽에 못 좀 박아 줄래?	no_gloss
s0f66922868	b1	Ich muss mir die Fingernägel schneiden.	손톱을 깎아야 해요.	no_gloss
sd5d22715da	b1	Wie weit ist es zum Bahnhof? – Das ist ganz nah, nur zwei Minuten von hier.	기차역까지 얼마나 멀어요? 아주 가까워요. 여기서 2분밖에 안 걸려요.	no_gloss
sc35db34da6	b1	Meine Mutter näht ihre Kleider selbst.	우리 어머니는 옷을 직접 만들어 입으세요.	no_gloss
s7808661fb8	b1	Wir müssen die Wunde nähen.	상처를 봉합해야 해요.	no_gloss
sce14239e39	b1	Er nähert sich dem Unfallort ganz langsam.	그는 사고 현장에 아주 천천히 다가가고 있어요.	no_gloss
sa2989f4967	b1	In diesen Ländern fehlen vor allem Nahrungsmittel.	이 나라들에는 특히 식량이 부족해요.	no_gloss
s9d0ad900c6	b1	Ich muss leider gehen. Ich habe nämlich noch einen Termin beim Zahnarzt.	아쉽지만 가야 해요. 치과 예약이 또 있거든요.	no_gloss
sc965a3f540	b1	Haben Sie Nasentropfen? Ich bin stark erkältet.	코약 있나요? 감기가 심하게 걸렸어요.	no_gloss
s3e6ad1c0f3	b1	Das ist ein nationaler Wettbewerb.	이것은 전국 대회예요.	no_gloss
s441254b2d8	b1	Die Nationalmannschaft ist ziemlich stark.	국가대표팀은 꽤 강해요.	no_gloss
sa947c360ff	b1	Wegen Nebels konnten wir gestern nicht in Frankfurt landen.	안개 때문에 어제 프랑크푸르트에 착륙하지 못했어요.	no_gloss
s3849b793e8	b1	Fahren Sie bei Nebel besonders vorsichtig!	안개가 낄 때는 특히 조심해서 운전하세요!	no_gloss
s99f814d998	b1	Mein Freund studiert Geschichte. Und nebenbei arbeitet er in einer Kneipe.	제 친구는 역사를 전공해요. 그리고 부업으로 술집에서 일해요.	no_gloss
s6d412d3ca7	b1	Ich mache die Hausarbeit und nebenbei höre ich Radio.	저는 집안일을 하면서 라디오를 들어요.	no_gloss
s93d0f911e9	b1	Meine Schwester hat zwei Kinder. Meine Neffen sind drei und fünf Jahre alt.	제 누나에게는 아이가 둘 있어요. 제 조카들은 세 살과 다섯 살이에요.	no_gloss
sff56bf251f	b1	Du solltest nicht alles negativ sehen.	모든 걸 부정적으로 보면 안 돼.	no_gloss
s69c44a7578	b1	Er leidet an einer Nervenkrankheit.	그는 신경 질환을 앓고 있어요.	no_gloss
s4fa9834a7c	b1	Mach bitte das Radio aus. Die Musik geht mir auf die Nerven.	라디오 좀 꺼 줘. 음악이 신경에 거슬려.	no_gloss
sc1d755caa8	b1	Bitte bring ein Netz Orangen.	오렌지 한 망 가져와 줘.	no_gloss
s30f779f968	b1	Der Ball berührte das Netz.	공이 네트에 닿았어요.	no_gloss
s4f473f1cc9	b1	Seid ihr schon ans Netz angeschlossen?	벌써 인터넷에 연결했어요?	no_gloss
sfef423c875	b1	Soziale Netzwerke sind wichtig.	소셜 네트워크는 중요해요.	no_gloss
s6eac32191f	b1	Das Telefonnetzwerk wird ständig erweitert.	전화망은 계속 확장되고 있어요.	no_gloss
s15db731f64	b1	In dieser Sache gibt es keine Neuigkeiten.	이 일에 관해서는 새로운 소식이 없어요.	no_gloss
s0790dbcada	b1	Die Nachbarn sind ziemlich neugierig.	이웃들은 꽤 호기심이 많아요.	no_gloss
s0a861cc79b	b1	Ich war neulich bei der Bank und habe einen alten Freund getroffen.	저는 얼마 전에 은행에 갔다가 오랜 친구를 만났어요.	no_gloss
s7f1b7b133c	b1	Die Tasche ist ein Geschenk von meiner Nichte.	이 가방은 제 조카딸이 준 선물이에요.	no_gloss
s504b8f1486	b1	In unserer Familie sind alle Nichtraucher.	우리 가족은 모두 비흡연자예요.	no_gloss
s5098ad26df	b1	Möchten Sie einen Tisch im Nichtraucherbereich?	금연석을 원하세요?	no_gloss
s8876cf697c	b1	Die Räume hier sind mir zu niedrig.	이곳 방들은 저에게 천장이 너무 낮아요.	no_gloss
s65520935b0	b1	Für die Jahreszeit sind die Temperaturen zu niedrig.	이 계절치고는 기온이 너무 낮아요.	no_gloss
se9e539051e	b1	Die Firma zahlt sehr niedrige Löhne.	그 회사는 임금을 아주 적게 줘요.	no_gloss
s7364dae129	b1	Die Schlüssel kann ich nirgendwo finden.	열쇠를 어디에서도 찾을 수 없어요.	no_gloss
s2f723b7f15	b1	Vielen Dank nochmal.	다시 한번 정말 고마워요.	no_gloss
s4806bf5ead	b1	Bitte sagen Sie das nochmal.	그것을 다시 한번 말씀해 주세요.	no_gloss
s1aa718d6f6	b1	Nochmals vielen Dank!	다시 한번 정말 고마워요!	no_gloss
s1ca1b52b9c	b1	Wann haben Sie normalerweise Pause?	보통 언제 쉬세요?	no_gloss
s7757d33bfd	b1	Die Notaufnahme ist gleich hier links.	응급실은 바로 여기 왼쪽에 있어요.	no_gloss
se421814fdf	b1	Der Notausgang ist gleich hier bei der Treppe.	비상구는 바로 여기 계단 옆에 있어요.	no_gloss
s8a0c6d0ba9	b1	Wir haben einen Notfall. Bitte schicken Sie einen Krankenwagen.	응급 상황이에요. 구급차를 보내 주세요.	no_gloss
s3e65c7d7e9	b1	Im Notfall rufen Sie bitte diese Nummer an.	응급 상황에는 이 번호로 전화해 주세요.	no_gloss
scad53b6931	b1	Der Notruf hat die Nummer 110.	긴급 전화번호는 110이에요.	no_gloss
s4dafa751fb	b1	Wenn es nötig ist, nehmen Sie noch eine Tablette.	필요하면 알약을 한 알 더 드세요.	no_gloss
sac18b283aa	b1	Kann ich Ihnen helfen? – Danke, nicht nötig.	도와드릴까요? 고맙지만 괜찮아요.	no_gloss
sbcd0ee5b28	b1	Schade, dass du arbeiten musst. – Das ist nun mal so.	일해야 한다니 안됐네. 원래 그런 거야.	no_gloss
sf58d0d1da3	b1	Was ist jetzt? Kommst du nun endlich?	왜 그래? 이제야 오는 거야?	no_gloss
sad72f27626	b1	Ich möchte das schöne Wetter nutzen und spazieren gehen.	좋은 날씨를 즐기면서 산책하고 싶어요.	no_gloss
s4df67c747e	b1	Ich habe jeden Tag eine Tablette genommen. Aber es hat nichts genützt.	매일 알약을 한 알씩 먹었어요. 하지만 아무 소용이 없었어요.	no_gloss
s3bb3214c46	b1	Ich weiß noch nicht, ob ich kommen kann.	제가 갈 수 있을지 아직 모르겠어요.	no_gloss
s9bf2ccb81a	b1	Ich bin Ober von Beruf.	제 직업은 웨이터예요.	no_gloss
sa7e3e3fd18	b1	Ich hätte gern ein Stück Torte mit (Schlag-)Obers.	생크림을 곁들인 케이크 한 조각을 주세요.	no_gloss
s736c6b6c52	b1	D: (Schlag-)Sahne; CH: (Schlag-)Rahm	독일: 휘핑크림, 스위스: 크림	no_gloss
sd46928d6a4	b1	Es ist Zeit für ein kleines Zvieri.	간단한 오후 간식을 먹을 시간이에요.	no_gloss
sc179ad36b7	b1	Obwohl meine Kollegin krank ist, geht sie arbeiten.	제 동료는 아픈데도 일하러 가요.	no_gloss
sa41c0b6ed7	b1	Ich habe gerade eine Pizza gemacht.	방금 피자를 만들었어요.	no_gloss
sf24b96472d	b1	Sie ist ganz frisch aus dem Ofen.	오븐에서 갓 나와 아주 따끈해요.	no_gloss
s850405b68e	b1	In der Stadt fahre ich immer mit öffentlichen Verkehrsmitteln.	시내에서는 항상 대중교통을 이용해요.	no_gloss
se22090b7b6	b1	In öffentlichen Gebäuden darf man nicht rauchen.	공공건물에서는 담배를 피우면 안 돼요.	no_gloss
s1ac732db5e	b1	Von solchen Dingen erfährt die Öffentlichkeit nur selten.	대중은 그런 일을 거의 알지 못해요.	no_gloss
s3274e04671	b1	Ich möchte in der Öffentlichkeit nicht streiten.	사람들 앞에서 다투고 싶지 않아요.	no_gloss
s82e4ff4d16	b1	Das Buch wurde gestern veröffentlicht.	그 책은 어제 출간됐어요.	no_gloss
sf2630eb85a	b1	Seit der Operation kann ich mein Knie nicht mehr bewegen.	수술을 받은 뒤로 무릎을 더는 움직일 수 없어요.	no_gloss
s54f1b4e281	b1	Bei der Schiffskatastrophe gab es viele Opfer.	선박 사고로 희생자가 많이 발생했어요.	no_gloss
s78b0790461	b1	Glaubst du, dass du den Job bekommst? – Ja, ich bin ganz optimistisch.	네가 그 일자리를 얻을 것 같아? 응, 나는 아주 낙관적이야.	no_gloss
s009eeceff8	b1	Das Restaurant ist heute offenbar geschlossen.	그 식당은 오늘 문을 닫은 것 같아요.	no_gloss
s9f99da72e2	b1	Sie bekommen von uns eine offizielle Einladung.	저희가 공식 초대장을 보내 드릴 거예요.	no_gloss
sd58a3e3a2e	b1	z.B. Ökoladen, Ökostrom, ökologischer Anbau	예: 친환경 상점, 친환경 전력, 친환경 재배	no_gloss
sa14b1428c6	b1	Nächste Woche fahre ich zu meinem Onkel nach Berlin.	다음 주에 베를린에 계신 삼촌 댁에 가요.	no_gloss
s580737e906	b1	Ich mag Opern.	저는 오페라를 좋아해요.	no_gloss
s63dca9ce32	b1	Warst du schon mal in der Oper?	오페라 극장에 가 본 적 있어?	no_gloss
s6372e2a3df	b1	Wir müssen das Knie sofort operieren.	무릎을 즉시 수술해야 해요.	no_gloss
saf6fd8dbbc	b1	Auf unserer Hochzeit hat ein kleines Orchester gespielt.	우리 결혼식에서 작은 오케스트라가 연주했어요.	no_gloss
s5ea32034e0	b1	Mein Bruder ist ein sehr ordentlicher Mensch.	제 형은 아주 깔끔한 사람이에요.	no_gloss
s541795e459	b1	Auf seinem Schreibtisch sieht es immer sehr ordentlich aus.	그의 책상은 늘 아주 깔끔해 보여요.	no_gloss
s29d751638d	b1	Die Ordination bleibt bis zum 7. Jänner geschlossen.	병원은 1월 7일까지 문을 닫아요.	no_gloss
s2e9bf514de	b1	Frau Dr. Berger hat von 8 bis 12 Uhr Ordination.	베르거 선생님의 진료 시간은 8시부터 12시까지예요.	no_gloss
sd02cd4b44a	b1	Letztes Wochenende habe ich meine Papiere geordnet.	지난 주말에 서류를 정리했어요.	no_gloss
s0c744f1f9b	b1	Für meine Übungen im Deutschkurs habe ich mir einen Ordner gekauft.	독일어 수업 연습 자료를 넣으려고 파일을 하나 샀어요.	no_gloss
s3ed666ce67	b1	Das Original ist für Sie. Wir bekommen die Kopie.	원본은 드릴게요. 저희는 사본을 받아요.	no_gloss
s5b9cf6e9a7	b1	Ich muss das originale Dokument abgeben.	원본 서류를 제출해야 해요.	no_gloss
sdeb83fd4c4	b1	Dieses Schiff fährt über den Atlantischen Ozean.	이 배는 대서양을 건너가요.	no_gloss
s5de0dd5676	b1	Ich komme gleich. Es dauert nur ein paar Minuten.	곧 갈게요. 몇 분밖에 안 걸려요.	no_gloss
s66ee9d5c68	b1	Wir fahren mit ein paar Freunden in Urlaub.	친구 몇 명과 휴가를 가요.	no_gloss
s12609c97bd	b1	Kurz vor München hatten wir eine Panne mit dem Auto.	뮌헨에 거의 다 와서 차가 고장 났어요.	no_gloss
s1fe9c95eda	b1	Die Reise war schlecht organisiert, es gab mehrere Pannen.	여행 준비가 엉망이어서 문제가 여러 번 생겼어요.	no_gloss
sf65fb79061	b1	Kauf bitte noch Paradeiser auf dem Markt.	시장에서 토마토도 좀 사 와.	no_gloss
sa62e345898	b1	Die Goethestraße ist parallel zur Hauptstraße.	괴테 거리는 중앙 대로와 나란히 있어요.	no_gloss
sd658fb98e7	b1	Hier dürfen Sie nicht parkieren.	여기에는 주차하시면 안 돼요.	no_gloss
sfc3c021fd8	b1	Hier ist das Parkieren verboten.	여기는 주차 금지예요.	no_gloss
s2129a3fa79	b1	Die Passagiere Schulz und Kaufmann sollen bitte zur Information kommen.	슐츠 승객과 카우프만 승객은 안내 데스크로 와 주세요.	no_gloss
s8bc62bf1a4	b1	Die Passagierin hat ihre Tasche verloren.	여성 승객이 가방을 잃어버렸어요.	no_gloss
sa8e7a72a9c	b1	Man sollte im Kurs nicht passiv sein, sondern mitdiskutieren.	수업에서는 소극적으로 있지 말고 토론에 참여해야 해요.	no_gloss
s5bdfc1d0c1	b1	Ich bin Patientin bei Dr. Hausner. Ich möchte bitte einen Termin.	저는 하우스너 선생님의 환자예요. 예약하고 싶어요.	no_gloss
s4f1e2c121d	b1	Die Patientin hat ihre Ergebnisse bekommen.	여성 환자가 검사 결과를 받았어요.	no_gloss
sa73e2d6940	b1	Sie haben die Reise pauschal gebucht.	패키지여행으로 예약했어요.	no_gloss
